,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
tweet_id,696295.0,696300.0,696292.0,696294.0,696293.0,696297.0,696296.0,696299.0,696298.0,,,,,,,,,,,
tweet_id,147458.0,147456.0,147457.0,1240909.0,1240910.0,147455.0,147454.0,147453.0,147452.0,,,,,,,,,,,
tweet_id,529105.0,529102.0,529104.0,529103.0,2821098.0,529101.0,529100.0,529099.0,529098.0,,,,,,,,,,,
tweet_id,423650.0,423648.0,423649.0,423651.0,423652.0,423653.0,423654.0,423655.0,423656.0,423657.0,423659.0,423658.0,423660.0,423661.0,423662.0,,,,,
tweet_id,877268.0,877266.0,877267.0,877269.0,877270.0,877271.0,877272.0,877273.0,,,,,,,,,,,,
tweet_id,1609580.0,1609578.0,1609579.0,1609581.0,1609582.0,1609584.0,1609583.0,1609585.0,1609586.0,1609587.0,1609590.0,1609588.0,1609589.0,,,,,,,
tweet_id,2274496.0,2274505.0,2274494.0,2274495.0,2274498.0,2274497.0,2274499.0,2274500.0,2274501.0,2274502.0,2274503.0,2274504.0,,,,,,,,
tweet_id,851518.0,851516.0,851517.0,851514.0,851515.0,851513.0,851511.0,851512.0,851510.0,851509.0,851508.0,851507.0,851506.0,,,,,,,
tweet_id,498050.0,498047.0,498048.0,498049.0,498051.0,498052.0,498053.0,498054.0,,,,,,,,,,,,
tweet_id,21709.0,21708.0,21707.0,21705.0,21704.0,21703.0,21706.0,1136977.0,,,,,,,,,,,,
tweet_id,1751864.0,1751861.0,1751862.0,1751863.0,1751865.0,1751867.0,1751866.0,1751868.0,1751869.0,1751870.0,,,,,,,,,,
tweet_id,1729474.0,1729472.0,1729473.0,1729475.0,1729476.0,1729477.0,1729478.0,1729479.0,,,,,,,,,,,,
tweet_id,321623.0,321622.0,321621.0,321620.0,321619.0,321615.0,321613.0,321614.0,321616.0,321617.0,321618.0,,,,,,,,,
tweet_id,490961.0,490955.0,490953.0,490954.0,490956.0,490957.0,490958.0,490959.0,490960.0,,,,,,,,,,,
tweet_id,1838808.0,1838807.0,1838806.0,1838805.0,1838804.0,1838802.0,1838803.0,2437190.0,2437191.0,1838801.0,1838800.0,1838799.0,1838798.0,,,,,,,
tweet_id,1843794.0,1843793.0,1843790.0,1843787.0,1843789.0,1843788.0,1843791.0,1843792.0,,,,,,,,,,,,
tweet_id,1169177.0,1169175.0,1169176.0,1169178.0,1169179.0,1169180.0,1169181.0,1169182.0,1169183.0,1169184.0,1169185.0,,,,,,,,,
tweet_id,2091010.0,2091009.0,2091008.0,2091007.0,2091006.0,2091005.0,2091004.0,2091003.0,,,,,,,,,,,,
tweet_id,1870039.0,1870040.0,1870038.0,1870053.0,1870037.0,1870052.0,1870035.0,1870036.0,,,,,,,,,,,,
tweet_id,2894993.0,2894991.0,2894992.0,2894994.0,2894995.0,2894996.0,2894997.0,2894998.0,2894999.0,,,,,,,,,,,
tweet_id,1368670.0,1368665.0,1368666.0,1368667.0,1368668.0,1368669.0,1368671.0,1368672.0,1368673.0,1368676.0,1368677.0,1368678.0,1368674.0,1368675.0,,,,,,
tweet_id,1392867.0,1392865.0,1392866.0,1392862.0,1392860.0,1392861.0,1392863.0,1392864.0,,,,,,,,,,,,
tweet_id,1972359.0,1972352.0,1972349.0,1972351.0,1972350.0,1972353.0,1972355.0,1972354.0,1972357.0,1972356.0,,,,,,,,,,
tweet_id,1671271.0,1671267.0,1671270.0,1671268.0,1671269.0,1671272.0,1671275.0,1671274.0,1671273.0,1671276.0,,,,,,,,,,
tweet_id,1073867.0,1073865.0,1073866.0,1073868.0,1073869.0,1073870.0,1073871.0,1073872.0,1073873.0,1073874.0,1073876.0,1073875.0,,,,,,,,
tweet_id,129133.0,129132.0,129127.0,129125.0,129126.0,129128.0,129129.0,129130.0,129131.0,,,,,,,,,,,
tweet_id,208189.0,208188.0,208187.0,208186.0,208181.0,208179.0,208180.0,208182.0,208183.0,208184.0,208185.0,,,,,,,,,
tweet_id,768109.0,768108.0,768107.0,768106.0,768105.0,768103.0,768102.0,768104.0,768101.0,,,,,,,,,,,
tweet_id,435259.0,435258.0,435257.0,435256.0,435255.0,435254.0,435247.0,435245.0,435246.0,435249.0,435248.0,435251.0,435250.0,435252.0,435253.0,,,,,
tweet_id,1025311.0,1025307.0,1025310.0,1025309.0,1025308.0,1025312.0,1025313.0,1025314.0,,,,,,,,,,,,
tweet_id,1071842.0,1071841.0,1071830.0,1071840.0,1071828.0,1071829.0,1071831.0,1071832.0,1071833.0,1071834.0,1071835.0,1071836.0,1071837.0,1071838.0,1071839.0,,,,,
tweet_id,1131169.0,1131168.0,1131167.0,1131166.0,1131165.0,1131162.0,1131159.0,1131161.0,1131163.0,1131160.0,1131164.0,,,,,,,,,
tweet_id,95585.0,95583.0,95584.0,95586.0,95587.0,95588.0,95589.0,95590.0,95591.0,95592.0,,,,,,,,,,
tweet_id,2918009.0,2918007.0,2918008.0,2918010.0,2918011.0,2918012.0,2918013.0,2918014.0,2918015.0,2918016.0,2918017.0,2918018.0,2918019.0,2918020.0,2918021.0,2918022.0,2918023.0,2918024.0,,
tweet_id,39552.0,39551.0,39550.0,39549.0,39547.0,39545.0,39546.0,39548.0,,,,,,,,,,,,
tweet_id,113835.0,113832.0,113834.0,113833.0,113836.0,113837.0,113838.0,113839.0,113840.0,113841.0,113842.0,,,,,,,,,
tweet_id,1756077.0,1756074.0,1756076.0,1756075.0,1756078.0,1756079.0,1756082.0,1756081.0,1756084.0,1756083.0,1756080.0,,,,,,,,,
tweet_id,2685499.0,2685498.0,2685500.0,2687007.0,2687005.0,2687003.0,2687004.0,2687006.0,,,,,,,,,,,,
tweet_id,723522.0,723520.0,723517.0,723521.0,723513.0,723514.0,723516.0,723515.0,723518.0,723519.0,,,,,,,,,,
tweet_id,541755.0,541752.0,541754.0,541753.0,541756.0,541758.0,541757.0,541759.0,,,,,,,,,,,,
tweet_id,854777.0,854775.0,854776.0,854778.0,854779.0,854780.0,854781.0,854782.0,,,,,,,,,,,,
tweet_id,2911971.0,2911970.0,2911969.0,2911968.0,2911967.0,2911966.0,2911964.0,2911965.0,2911963.0,2911961.0,2911962.0,,,,,,,,,
tweet_id,794102.0,794100.0,794101.0,794103.0,794104.0,794107.0,794106.0,794105.0,,,,,,,,,,,,
tweet_id,581105.0,581104.0,581103.0,581106.0,581102.0,581100.0,581101.0,581099.0,,,,,,,,,,,,
tweet_id,2069887.0,2069885.0,2069886.0,2069888.0,2069889.0,2069890.0,2069892.0,2069891.0,,,,,,,,,,,,
tweet_id,572542.0,572540.0,572541.0,572543.0,572544.0,572545.0,572546.0,572547.0,572548.0,572549.0,,,,,,,,,,
tweet_id,2510621.0,2510617.0,2510620.0,2510619.0,2510618.0,2510622.0,2510623.0,2510624.0,,,,,,,,,,,,
tweet_id,1340060.0,1340058.0,1340059.0,1340061.0,1340062.0,1340063.0,1340064.0,1340065.0,1340066.0,1340067.0,1340068.0,,,,,,,,,
tweet_id,65834.0,65832.0,65833.0,65835.0,65837.0,65844.0,65836.0,65838.0,65839.0,65840.0,65841.0,65842.0,65843.0,,,,,,,
tweet_id,2767652.0,2767657.0,2767649.0,2767650.0,2767651.0,2767653.0,2767654.0,2767655.0,,,,,,,,,,,,
tweet_id,239599.0,239597.0,239598.0,239596.0,239595.0,239594.0,239593.0,239592.0,239591.0,239590.0,239589.0,239588.0,,,,,,,,
tweet_id,1721408.0,1721407.0,1721402.0,1721400.0,1721401.0,1721403.0,1721404.0,1721405.0,1721406.0,,,,,,,,,,,
tweet_id,167674.0,167673.0,167665.0,167663.0,167664.0,167666.0,167667.0,167668.0,167669.0,167670.0,167671.0,167672.0,,,,,,,,
tweet_id,2975103.0,2975099.0,2975100.0,2975104.0,2975102.0,2975106.0,2975101.0,2975105.0,,,,,,,,,,,,
tweet_id,69560.0,69561.0,69559.0,69557.0,69558.0,69556.0,69555.0,69554.0,,,,,,,,,,,,
tweet_id,2671985.0,2671986.0,2671984.0,2671983.0,2671982.0,2671979.0,2671977.0,2671978.0,2671980.0,2671981.0,,,,,,,,,,
tweet_id,1710658.0,1710656.0,1710659.0,1710654.0,1710655.0,1710657.0,1726311.0,1726310.0,1726309.0,1726308.0,,,,,,,,,,
tweet_id,893564.0,893562.0,893563.0,893565.0,893566.0,893567.0,893569.0,893568.0,,,,,,,,,,,,
tweet_id,819683.0,819685.0,819684.0,819677.0,819681.0,819680.0,819679.0,819682.0,819678.0,819675.0,819676.0,819674.0,,,,,,,,
tweet_id,2689101.0,2689099.0,2689098.0,2689100.0,2689096.0,2689097.0,2689095.0,2689094.0,,,,,,,,,,,,
tweet_id,83942.0,83943.0,83941.0,83940.0,83939.0,83931.0,83938.0,83929.0,83930.0,83932.0,83933.0,83934.0,83935.0,83936.0,83937.0,,,,,
tweet_id,2325578.0,2325575.0,2325574.0,2325576.0,2325570.0,2325577.0,2325573.0,2325572.0,2325571.0,2325569.0,2325568.0,2325567.0,2325566.0,,,,,,,
tweet_id,567653.0,567652.0,567644.0,567642.0,567643.0,567645.0,567647.0,567646.0,567648.0,567649.0,567650.0,567651.0,,,,,,,,
tweet_id,2836240.0,2836239.0,2836232.0,2836230.0,2836231.0,2836233.0,2836234.0,2836235.0,2836236.0,2836237.0,2836238.0,,,,,,,,,
tweet_id,1097433.0,1097432.0,1097428.0,1097426.0,1097427.0,1097429.0,1097430.0,1097431.0,,,,,,,,,,,,
tweet_id,451053.0,451041.0,451052.0,451051.0,451039.0,451040.0,451043.0,451042.0,451044.0,451045.0,451047.0,451046.0,451048.0,451049.0,451050.0,,,,,
tweet_id,476562.0,476559.0,476561.0,476560.0,476563.0,476564.0,476565.0,476566.0,476567.0,476568.0,476569.0,,,,,,,,,
tweet_id,2244177.0,2244175.0,2244176.0,2244178.0,2244179.0,2244181.0,2244180.0,2244182.0,2244183.0,,,,,,,,,,,
tweet_id,412004.0,412002.0,412003.0,412005.0,412006.0,412007.0,412008.0,412009.0,412010.0,412011.0,412012.0,412013.0,412014.0,412015.0,412016.0,,,,,
tweet_id,1669754.0,1669755.0,1669753.0,1669749.0,1669747.0,1669748.0,1669750.0,1669751.0,1669752.0,,,,,,,,,,,
tweet_id,2621526.0,2621522.0,2621525.0,2621524.0,2621523.0,2621521.0,2621520.0,2621519.0,,,,,,,,,,,,
tweet_id,304452.0,304450.0,304451.0,304453.0,304454.0,304455.0,304456.0,304457.0,,,,,,,,,,,,
tweet_id,143269.0,143253.0,143251.0,143252.0,143254.0,143255.0,143256.0,143257.0,143258.0,143259.0,143260.0,143261.0,143262.0,143263.0,143264.0,143265.0,143266.0,143267.0,143268.0,
tweet_id,1280036.0,1280038.0,1280037.0,1280034.0,1280032.0,1280033.0,1280035.0,1920690.0,,,,,,,,,,,,
tweet_id,1730028.0,1730027.0,1730021.0,1730019.0,1730020.0,1730022.0,1730023.0,1730024.0,1730025.0,1730026.0,,,,,,,,,,
tweet_id,333718.0,333716.0,333717.0,333719.0,333720.0,333721.0,333722.0,333723.0,,,,,,,,,,,,
tweet_id,2875773.0,2875771.0,2875772.0,2875774.0,2875775.0,2875777.0,2875776.0,2875778.0,,,,,,,,,,,,
tweet_id,328945.0,328942.0,328943.0,328944.0,328946.0,328947.0,328948.0,328949.0,328950.0,,,,,,,,,,,
tweet_id,1003482.0,1003479.0,1003480.0,1003481.0,1003483.0,1003484.0,1003486.0,1003485.0,,,,,,,,,,,,
tweet_id,1301301.0,1301298.0,1301299.0,1301302.0,1301303.0,1301304.0,1301300.0,1301305.0,,,,,,,,,,,,
tweet_id,1293965.0,1293966.0,1293964.0,1735381.0,1735380.0,1735379.0,1735377.0,1735378.0,,,,,,,,,,,,
tweet_id,572534.0,572532.0,572533.0,572536.0,572535.0,572537.0,572538.0,572539.0,,,,,,,,,,,,
tweet_id,2921146.0,2921145.0,2921144.0,2921143.0,2921142.0,2921141.0,2921140.0,2921139.0,,,,,,,,,,,,
tweet_id,1120743.0,1120744.0,1813462.0,1120742.0,1120741.0,1120740.0,1120739.0,1120738.0,,,,,,,,,,,,
tweet_id,2762495.0,2762494.0,2762493.0,2762492.0,2762491.0,2762488.0,2762486.0,2762487.0,2762489.0,2762490.0,,,,,,,,,,
tweet_id,2493431.0,2493429.0,2493430.0,2493432.0,2493433.0,2493434.0,2493435.0,2493436.0,2493437.0,2493438.0,2493439.0,2493440.0,,,,,,,,
tweet_id,1688630.0,1688627.0,1688628.0,1688629.0,1688631.0,1688632.0,1688633.0,1688634.0,,,,,,,,,,,,
tweet_id,848808.0,848807.0,848806.0,848804.0,848805.0,848802.0,848803.0,848801.0,848800.0,,,,,,,,,,,
tweet_id,634022.0,634021.0,634020.0,634019.0,634018.0,634017.0,634015.0,634013.0,634014.0,634016.0,,,,,,,,,,
tweet_id,557349.0,557348.0,557346.0,557345.0,557347.0,557352.0,557354.0,557353.0,557355.0,,,,,,,,,,,
tweet_id,1097011.0,1097016.0,1097015.0,1097014.0,1097013.0,1097009.0,1097010.0,1097017.0,1097018.0,,,,,,,,,,,
tweet_id,839505.0,839504.0,839503.0,839501.0,839499.0,839500.0,839502.0,839498.0,,,,,,,,,,,,
tweet_id,1934366.0,1934364.0,1934365.0,1934367.0,1934368.0,1934369.0,1934370.0,1934371.0,1934372.0,,,,,,,,,,,
tweet_id,211075.0,211071.0,211074.0,211073.0,211072.0,211070.0,211068.0,211069.0,211066.0,211064.0,211065.0,211067.0,,,,,,,,
tweet_id,147621.0,147617.0,147620.0,147619.0,147618.0,147616.0,147615.0,147614.0,147613.0,147612.0,147611.0,,,,,,,,,
tweet_id,261317.0,261315.0,261316.0,261318.0,261320.0,261319.0,261321.0,261322.0,,,,,,,,,,,,
tweet_id,375003.0,375002.0,375001.0,375000.0,374994.0,374992.0,374993.0,374995.0,374996.0,374997.0,374998.0,374999.0,,,,,,,,
tweet_id,2333906.0,2333905.0,2333904.0,2333903.0,2333902.0,2333901.0,2333900.0,2333898.0,2333899.0,,,,,,,,,,,
tweet_id,976372.0,976370.0,976371.0,976369.0,976366.0,976367.0,976365.0,976368.0,1779175.0,,,,,,,,,,,
tweet_id,391110.0,391104.0,391106.0,391109.0,391105.0,391108.0,391107.0,391112.0,391111.0,391113.0,391114.0,391115.0,391116.0,391117.0,,,,,,
tweet_id,455265.0,455263.0,455264.0,455267.0,455266.0,455268.0,455279.0,455269.0,455270.0,455272.0,455271.0,455273.0,455275.0,455274.0,455276.0,455277.0,455278.0,,,
tweet_id,1968088.0,1968087.0,1968086.0,1968085.0,1968084.0,1968083.0,1968082.0,1968080.0,1968081.0,,,,,,,,,,,
tweet_id,1227931.0,1227929.0,1227928.0,1227930.0,1230531.0,1230530.0,1230527.0,1230525.0,1230526.0,1230528.0,1230529.0,,,,,,,,,
tweet_id,2178275.0,2178271.0,2178274.0,2178278.0,2178280.0,2178279.0,2178273.0,2178272.0,2178281.0,2178276.0,2178282.0,2178277.0,,,,,,,,
tweet_id,197063.0,197062.0,197061.0,197060.0,197058.0,197056.0,197057.0,197059.0,,,,,,,,,,,,
tweet_id,256113.0,256112.0,256114.0,257290.0,257291.0,257938.0,257939.0,257940.0,257941.0,257942.0,,,,,,,,,,
tweet_id,1406945.0,1406943.0,1406944.0,1406947.0,1406946.0,1406948.0,1406949.0,1406950.0,1406951.0,1406952.0,1406954.0,1406953.0,1406955.0,,,,,,,
tweet_id,1464777.0,1464775.0,1464776.0,1464779.0,1464778.0,1464780.0,1464782.0,1464781.0,,,,,,,,,,,,
tweet_id,1585086.0,1585084.0,1585085.0,1585087.0,1585088.0,1585089.0,1585091.0,1585090.0,1585092.0,1585093.0,1585094.0,1585095.0,1585096.0,1585097.0,1585098.0,1585100.0,1585099.0,1585101.0,,
tweet_id,62708.0,62706.0,62707.0,62710.0,62709.0,62712.0,62711.0,62713.0,62714.0,,,,,,,,,,,
tweet_id,2747361.0,2747360.0,2747356.0,2747354.0,2747355.0,2747357.0,2747358.0,2747359.0,,,,,,,,,,,,
tweet_id,1573422.0,1573419.0,1573423.0,1573421.0,1573420.0,1574151.0,1574150.0,1574153.0,1574152.0,1574154.0,,,,,,,,,,
tweet_id,1549650.0,1549649.0,1549648.0,1549646.0,1549645.0,1549647.0,1549644.0,1549643.0,2004604.0,2004603.0,,,,,,,,,,
tweet_id,2931239.0,2931238.0,2931236.0,2931234.0,2931235.0,2931237.0,2931244.0,2931245.0,2931246.0,2931247.0,,,,,,,,,,
tweet_id,2843140.0,2843137.0,2843135.0,2843139.0,2843136.0,2843138.0,2843133.0,2843134.0,2843132.0,2843131.0,,,,,,,,,,
tweet_id,93602.0,93601.0,93597.0,93595.0,93596.0,93598.0,93599.0,93600.0,,,,,,,,,,,,
tweet_id,2941943.0,2941942.0,2941941.0,2941939.0,2941940.0,2941936.0,2941934.0,2941935.0,2941937.0,2941938.0,,,,,,,,,,
tweet_id,917479.0,917476.0,917477.0,917478.0,917480.0,917481.0,917482.0,917483.0,,,,,,,,,,,,
tweet_id,2894076.0,2894074.0,2894075.0,2894077.0,2894078.0,2894079.0,2894080.0,2894081.0,2894082.0,2894083.0,,,,,,,,,,
tweet_id,847983.0,847982.0,847981.0,847977.0,847975.0,847976.0,847978.0,847979.0,847980.0,,,,,,,,,,,
tweet_id,562081.0,562079.0,562080.0,562082.0,562084.0,562085.0,562083.0,562086.0,562087.0,,,,,,,,,,,
tweet_id,821360.0,821366.0,821357.0,821359.0,821358.0,821362.0,821363.0,821361.0,821364.0,821365.0,,,,,,,,,,
tweet_id,2543069.0,2543068.0,2543064.0,2543062.0,2543063.0,2543065.0,2543066.0,2543067.0,,,,,,,,,,,,
tweet_id,2859172.0,2859171.0,2859170.0,2859169.0,2859168.0,2859167.0,2859166.0,2859165.0,,,,,,,,,,,,
tweet_id,2105586.0,2105592.0,2105584.0,2105585.0,2105587.0,2105588.0,2105589.0,2105590.0,,,,,,,,,,,,
tweet_id,2283132.0,2283127.0,2283131.0,2283130.0,2283129.0,2283128.0,2283133.0,2283135.0,2283136.0,2283134.0,,,,,,,,,,
tweet_id,1613016.0,1613007.0,1613005.0,1613006.0,1613008.0,1613009.0,1613010.0,1613011.0,1613012.0,1613013.0,1613014.0,1613015.0,,,,,,,,
tweet_id,2354967.0,2354966.0,2354960.0,2354958.0,2354959.0,2354961.0,2354962.0,2354963.0,2354964.0,2354965.0,,,,,,,,,,
tweet_id,1376400.0,1376397.0,1376399.0,1376398.0,1376401.0,1376403.0,1376411.0,1376402.0,1376404.0,1376406.0,1376405.0,1376407.0,1376408.0,1376409.0,1376410.0,,,,,
tweet_id,242399.0,242398.0,242397.0,242391.0,242389.0,242390.0,242392.0,242393.0,242394.0,242395.0,242396.0,,,,,,,,,
tweet_id,1036896.0,1036895.0,1036891.0,1036889.0,1036890.0,1036892.0,1036893.0,1036894.0,,,,,,,,,,,,
tweet_id,621600.0,621599.0,621598.0,621597.0,621595.0,621593.0,621594.0,621596.0,,,,,,,,,,,,
tweet_id,2296253.0,2296252.0,2296254.0,2313115.0,2313112.0,2313113.0,2313929.0,2313114.0,,,,,,,,,,,,
tweet_id,583080.0,583079.0,583078.0,583077.0,583076.0,583075.0,583074.0,583073.0,583072.0,583071.0,583070.0,583069.0,,,,,,,,
tweet_id,1133856.0,1133853.0,1133854.0,1133855.0,1133861.0,1133862.0,1133863.0,1133864.0,1133866.0,1133865.0,1133857.0,1133858.0,1133859.0,1133860.0,,,,,,
tweet_id,912013.0,912012.0,912010.0,912008.0,912009.0,912011.0,920434.0,920435.0,920436.0,,,,,,,,,,,
tweet_id,1852246.0,1852241.0,1852244.0,1852242.0,1852247.0,1852248.0,1852249.0,1852243.0,1852245.0,,,,,,,,,,,
tweet_id,1433015.0,1433013.0,1433014.0,1433016.0,1433017.0,1433018.0,1433019.0,1433021.0,1433022.0,1433020.0,1433024.0,1433023.0,1433025.0,,,,,,,
tweet_id,1108511.0,1108512.0,1108506.0,1108504.0,1108505.0,1108507.0,1108508.0,1108510.0,1108509.0,,,,,,,,,,,
tweet_id,1557972.0,1557970.0,1557971.0,1557973.0,1557974.0,1557975.0,1557977.0,1557976.0,1557978.0,1557979.0,1557980.0,,,,,,,,,
tweet_id,2470688.0,2470687.0,2470683.0,2470681.0,2470682.0,2470684.0,2470685.0,2470686.0,,,,,,,,,,,,
tweet_id,1524293.0,1524290.0,1524285.0,1524282.0,1524284.0,1524283.0,1524286.0,1524287.0,1524288.0,,,,,,,,,,,
tweet_id,954810.0,954808.0,954809.0,954805.0,954803.0,954804.0,954806.0,954807.0,,,,,,,,,,,,
tweet_id,1778057.0,1778056.0,1778054.0,1778053.0,1778055.0,2040652.0,2040653.0,2040655.0,2040654.0,,,,,,,,,,,
tweet_id,882612.0,882611.0,882607.0,882605.0,882606.0,882608.0,882609.0,882610.0,,,,,,,,,,,,
tweet_id,969516.0,969517.0,969515.0,969514.0,969513.0,969508.0,969506.0,969507.0,969509.0,969510.0,969511.0,969512.0,,,,,,,,
tweet_id,2539960.0,2539959.0,2539958.0,2539957.0,2539955.0,2539953.0,2539954.0,2539956.0,,,,,,,,,,,,
tweet_id,272453.0,272459.0,272458.0,272450.0,272457.0,272451.0,272460.0,272452.0,272454.0,272455.0,272456.0,,,,,,,,,
tweet_id,1655914.0,1655912.0,1655913.0,1655915.0,1655916.0,1655917.0,1655919.0,1655918.0,1655920.0,,,,,,,,,,,
tweet_id,4665.0,4663.0,4664.0,4666.0,4667.0,4668.0,4669.0,4670.0,4671.0,4672.0,,,,,,,,,,
tweet_id,849208.0,849207.0,849205.0,849206.0,849201.0,849198.0,849200.0,849199.0,849202.0,849203.0,849204.0,,,,,,,,,
tweet_id,707566.0,707564.0,707565.0,707567.0,707568.0,707569.0,707570.0,707571.0,,,,,,,,,,,,
tweet_id,250363.0,250354.0,250361.0,250359.0,250360.0,250356.0,250357.0,250358.0,250355.0,250362.0,250368.0,250364.0,250366.0,250365.0,250367.0,,,,,
tweet_id,249724.0,249721.0,249722.0,249723.0,249725.0,249727.0,249726.0,249728.0,,,,,,,,,,,,
tweet_id,2604527.0,2604525.0,2604526.0,2604528.0,2604529.0,2604530.0,2604531.0,2604532.0,,,,,,,,,,,,
tweet_id,1669621.0,1669619.0,1669620.0,1669622.0,1669624.0,1669623.0,1669625.0,1669626.0,1669627.0,1669629.0,1669628.0,1669630.0,,,,,,,,
tweet_id,806511.0,806510.0,806513.0,812278.0,812279.0,812281.0,812280.0,812282.0,812283.0,812284.0,812285.0,812286.0,,,,,,,,
tweet_id,2232484.0,2232483.0,2232482.0,2232481.0,2232480.0,2232479.0,2232478.0,2232477.0,,,,,,,,,,,,
tweet_id,2741040.0,2741038.0,2741039.0,2741041.0,2741042.0,2741043.0,2741045.0,2741044.0,2741046.0,2741048.0,2741047.0,2741049.0,,,,,,,,
tweet_id,1848502.0,1848500.0,1848501.0,1848503.0,1848504.0,1848505.0,1848506.0,1848507.0,,,,,,,,,,,,
tweet_id,2443227.0,2443226.0,2443225.0,2443224.0,2443216.0,2443214.0,2443215.0,2443217.0,2443218.0,2443219.0,2443220.0,2443221.0,2443222.0,2443223.0,,,,,,
tweet_id,73927.0,73929.0,73960.0,73924.0,73926.0,73922.0,73923.0,73925.0,,,,,,,,,,,,
